ROA,LNRE,REPDTE,DEPDOM,ROE,ASSET,CERT,LNCI,NETINC,LIAB,DEP,EQTOT,ID
0.2692396306264453,370977000,20200331,1539175000,2.77,2692415000,628,221915000,1693000.0,2448809000,1905831000,243606000.0,628_20200331
0.2811083569946239,364606000,20200630,1706281000,2.97,2822025000,628,211834000,3679000.0,2569142000,2051701000,252883000.0,628_20200630
0.5815709953052685,374541000,20200930,1756869000,6.21,2870383000,628,193816000,11693000.0,2609122000,2106885000,261261000.0,628_20200930
0.7649025803896901,370087000,20201231,1873208000,8.26,3025285000,628,194282000,21032000.0,2755167000,2253482000,270118000.0,628_20201231
1.4138094463392572,366854000,20210331,1986414000,16.1,3207521000,628,197029000,11015000.0,2930099000,2374301000,277422000.0,628_20210331
1.2999174564619451,376622000,20210630,2011344000,14.66,3190100000,628,188938000,20415000.0,2901914000,2403009000,288186000.0,628_20210630
1.2514451192231384,378333000,20210930,2091215000,14.06,3290398000,628,178766000,29832000.0,2994316000,2499413000,296082000.0,628_20210930
1.1877128785341287,380882000,20211231,2152876000,13.26,3306982000,628,184032000,38055000.0,3004113000,2549631000,302869000.0,628_20211231
0.7528642584503751,375463000,20220331,2201118000,8.48,3476711000,628,190355000,6384000.0,3177537000,2635021000,299174000.0,628_20220331
0.8438767921781231,384845000,20220630,2128462000,9.54,3380824000,628,193503000,14296000.0,3083483000,2548727000,297341000.0,628_20220630
0.9343427091568884,384233000,20220930,2079331000,10.52,3308575000,628,197327000,23604000.0,3011246000,2502364000,297329000.0,628_20220930
1.0297430278103181,383040000,20221231,2014513000,11.45,3201942000,628,202886000,34342000.0,2898270000,2440722000,303672000.0,628_20221231
1.4484293046033907,382261000,20230331,2043646000,15.3,3267963000,628,201757000,11714000.0,2958911000,2472913000,309052000.0,628_20230331
1.5659402563920382,508082000,20230630,2068042000,16.62,3382195000,628,204637000,25713000.0,3066788000,2505650000,315407000.0,628_20230630
1.5666400723812577,506955000,20230930,2020955000,16.65,3385581000,628,202429000,38886000.0,3067739000,2459921000,317842000.0,628_20230930
1.4277806506141748,507147000,20231231,2037915000,15.37,3395126000,628,202426000,47496000.0,3095803000,2498231000,299323000.0,628_20231231
1.3584429974924932,502497000,20240331,2061107000,15.51,3503360000,628,206855000,11714000.0,3198322000,2525885000,305038000.0,628_20240331
1.6365802666187084,498195000,20240630,2008751000,18.55,3510536000,628,210097000,28392000.0,3196308000,2488231000,314228000.0,628_20240630
1.5266922997268586,497389000,20240930,2032340000,17.28,3584105000,628,210832000,40057000.0,3266317000,2532004000,317788000.0,628_20240930
1.5041494608073118,494823000,20241231,2042646000,16.95,3459261000,628,209019000,52502000.0,3146423000,2516998000,312838000.0,628_20241231
1.4314115308151094,490822000,20250331,2097135000,16.15,3643099000,628,208422000,12708000.0,3326444000,2601221000,316655000.0,628_20250331
1.4219196171927215,497468000,20250630,2132981000,16.26,3788551000,628,216592000,25810000.0,3465741000,2669161000,322810000.0,628_20250630
0.7202582506960254,357229000,20200331,1577444000,6.66,2031940000,3510,353653000,3498000.0,1824468000,1670332000,207472000.0,3510_20200331
0.5782769976920175,353459000,20200630,1729101000,5.55,2161656000,3510,331093000,5828000.0,1951650000,1820512000,210006000.0,3510_20200630
0.611788518649917,343454000,20200930,1719160000,5.95,2157008000,3510,301181000,9411000.0,1943133000,1810625000,213875000.0,3510_20200930
0.6832799173738355,329860000,20201231,1797272000,6.73,2258832000,3510,293311000,14298000.0,2040217000,1906458000,218615000.0,3510_20201231
1.137161096729285,313557000,20210331,1855921000,11.85,2316773000,3510,281654000,6504000.0,2096341000,1959886000,220432000.0,3510_20210331
1.0759614022670558,314301000,20210630,1871213000,11.22,2350294000,3510,280747000,12420000.0,2124998000,1986072000,225296000.0,3510_20210630
1.0853135690389695,314868000,20210930,1926946000,11.34,2400819000,3510,276154000,18980000.0,2172437000,2032754000,228382000.0,3510_20210930
1.110478655553495,319450000,20211231,2025967000,11.65,2519525000,3510,297081000,26310000.0,2283098000,2144377000,236427000.0,3510_20211231
0.9266573736018681,319193000,20220331,2040696000,10.01,2513619000,3510,314959000,5830000.0,2284227000,2150323000,229392000.0,3510_20220331
0.9347042471691382,321659000,20220630,1964041000,10.03,2440022000,3510,331933000,11642000.0,2209100000,2075356000,230922000.0,3510_20220630
1.0348420191015788,324306000,20220930,1931589000,11.05,2407902000,3510,329640000,19173000.0,2178965000,2034383000,228937000.0,3510_20220930
1.1144286599798237,325508000,20221231,1929333000,11.91,2418508000,3510,331457000,27414000.0,2193059000,2042255000,225449000.0,3510_20221231
1.3430567748569011,325560000,20230331,1903082000,14.48,2518290000,3510,331514000,8288000.0,2285819000,2015381000,232471000.0,3510_20230331
1.3146775743433856,326919000,20230630,1879161000,14.12,2449804000,3510,329163000,16185000.0,2219795000,1991461000,230009000.0,3510_20230630
1.3095573373328584,326824000,20230930,1868639000,14.07,2465234000,3510,323240000,24191000.0,2236225000,1979677000,229009000.0,3510_20230930
1.1613182491345997,326966000,20231231,1909516000,12.48,2540116000,3510,320815000,28782000.0,2303910000,2031779000,236206000.0,3510_20231231
1.007370819131166,325273000,20240331,1929388000,10.83,2550363000,3510,327109000,6410000.0,2313030000,2048157000,237333000.0,3510_20240331
1.0378398921720708,324765000,20240630,1901769000,11.12,2550584000,3510,327219000,13217000.0,2311228000,2018886000,239356000.0,3510_20240630
1.0593310650076257,326206000,20240930,1892511000,11.3,2565878000,3510,337138000,20274000.0,2322190000,2017820000,243688000.0,3510_20240930
1.06271482785911,325481000,20241231,1926068000,11.31,2589060000,3510,295382000,27197000.0,2343578000,2055465000,245482000.0,3510_20241231
1.0964661141551424,332587000,20250331,1942170000,11.59,2615296000,3510,296731000,7133000.0,2368372000,2071624000,246924000.0,3510_20250331
1.1092882753057818,333726000,20250630,1975044000,11.75,2665555000,3510,307142000,14550000.0,2415015000,2109261000,250540000.0,3510_20250630
0.49658034069273094,161500000,20200331,619071000,5.07,1632713000,7213,191335000,1916000.0,1479937000,1208833000,152776000.0,7213_20200331
0.253705270570231,166433000,20200630,640886000,2.63,1633727000,7213,176349000,1996000.0,1479751000,1244403000,153976000.0,7213_20200630
0.43067376511785593,168652000,20200930,656544000,4.49,1637193000,7213,157645000,5134000.0,1482079000,1272893000,155114000.0,7213_20200930
0.5514401595603471,171307000,20201231,661542000,5.74,1646864000,7213,154428000,8828000.0,1486995000,1282071000,159869000.0,7213_20201231
1.663055112388692,167400000,20210331,663525000,17.07,1667037000,7213,149501000,6889000.0,1502742000,1305794000,164295000.0,7213_20210331
1.3843914738759555,169583000,20210630,675602000,14.18,1678473000,7213,151801000,11519000.0,1513389000,1328460000,165084000.0,7213_20210630
1.2445970720832722,170562000,20210930,744724000,12.78,1703923000,7213,155380000,15627000.0,1538191000,1366224000,165732000.0,7213_20210930
1.0974805642778622,171165000,20211231,735625000,11.22,1669227000,7213,146809000,18362000.0,1502799000,1334924000,166428000.0,7213_20211231
0.8526128243242646,170684000,20220331,747499000,8.75,1718008000,7213,159801000,3610000.0,1553232000,1373373000,164776000.0,7213_20220331
0.9762032350975802,164035000,20220630,753675000,10.09,1720308000,7213,156731000,8310000.0,1555402000,1353773000,164906000.0,7213_20220630
0.9836856253028686,166678000,20220930,745159000,10.2,1711263000,7213,148135000,12581000.0,1548416000,1335154000,162847000.0,7213_20220930
0.8960855361930179,167633000,20221231,777024000,9.35,1764139000,7213,143396000,15386000.0,1599194000,1399631000,164945000.0,7213_20221231
1.0475631346930898,170027000,20230331,755796000,10.99,1717465000,7213,148514000,4559000.0,1549252000,1355315000,168213000.0,7213_20230331
0.904604914391596,170755000,20230630,742470000,9.42,1705854000,7213,152677000,7821000.0,1538836000,1337870000,167018000.0,7213_20230630
0.9128608190415247,167849000,20230930,721253000,9.4,1657372000,7213,148782000,11716000.0,1490469000,1286104000,166903000.0,7213_20230930
0.6547246393123194,170888000,20231231,747614000,6.75,1684710000,7213,149011000,11169000.0,1520999000,1327597000,163711000.0,7213_20231231
0.7975018072648797,170954000,20240331,764688000,8.21,1698856000,7213,147118000,3373000.0,1532167000,1337034000,166689000.0,7213_20240331
0.8221626381579701,174005000,20240630,738654000,8.41,1678936000,7213,153341000,6937000.0,1512037000,1304678000,166899000.0,7213_20240630
0.8285138132498128,176191000,20240930,766194000,8.46,1733111000,7213,152931000,10557000.0,1561782000,1357440000,171329000.0,7213_20240930
0.7839333637211772,174809000,20241231,757473000,7.96,1696818000,7213,147120000,13315000.0,1525119000,1324835000,171699000.0,7213_20241231
0.8683130797321602,173806000,20250331,772979000,8.7,1760921000,7213,156291000,3753000.0,1585823000,1361654000,175098000.0,7213_20250331
0.8405282867116479,177155000,20250630,790085000,8.53,1833933000,7213,156070000,7413000.0,1656919000,1413382000,177014000.0,7213_20250630
0.4781662622982412,448613000,20200331,1403302000,4.92,1763696000,3511,222494000,2078000.0,1593444000,1447545000,170252000.0,3511_20200331
-0.09551686659193356,459232000,20200630,1464907000,-1.0,1799940000,3511,188042000,-840000.0,1631488000,1501208000,168452000.0,3511_20200630
0.03157378424253257,465844000,20200930,1433919000,0.33,1750196000,3511,167619000,416000.0,1580318000,1467329000,169878000.0,3511_20200930
0.1964282688876156,447733000,20201231,1443370000,2.04,1767808000,3511,159502000,3455000.0,1596880000,1479499000,170928000.0,3511_20201231
1.0105719768481192,421067000,20210331,1463374000,10.46,1773157000,3511,156477000,4473000.0,1602032000,1491707000,171125000.0,3511_20210331
1.0361279527192575,403446000,20210630,1465966000,10.71,1776718000,3511,150656000,9183000.0,1604148000,1494597000,172570000.0,3511_20210630
1.0090921687644119,398004000,20210930,1486000000,10.45,1786611000,3511,152512000,13442000.0,1614800000,1514970000,171811000.0,3511_20210930
0.9892728312822962,401009000,20211231,1504343000,10.25,1779504000,3511,162661000,17577000.0,1608362000,1524535000,171142000.0,3511_20211231
0.8065972567114851,398551000,20220331,1496763000,8.49,1764272000,3511,172976000,3573000.0,1598770000,1518051000,165502000.0,3511_20220331
0.8686700615697966,403432000,20220630,1442034000,9.15,1712535000,3511,179042000,7610000.0,1550153000,1462385000,162382000.0,3511_20220630
0.8697656237780275,404788000,20220930,1415223000,9.22,1712442000,3511,184718000,11365000.0,1553955000,1434062000,158487000.0,3511_20220930
0.9238703224531917,403691000,20221231,1399274000,9.8,1717531000,3511,189359000,16050000.0,1556061000,1420842000,161470000.0,3511_20221231
